"Date","AQS_SITE_ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"05/09/2017","181730008","1","0.062","ppm","74","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"05/10/2017","181730008","1","0.058","ppm","61","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"05/11/2017","181730008","1","0.043","ppm","40","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"05/12/2017","181730008","1","0.044","ppm","41","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"05/13/2017","181730008","1","0.063","ppm","77","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"05/14/2017","181730008","1","0.066","ppm","87","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"05/15/2017","181730008","1","0.071","ppm","101","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"05/16/2017","181730008","1","0.057","ppm","58","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"05/17/2017","181730008","1","0.052","ppm","48","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"05/18/2017","181730008","1","0.039","ppm","36","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"05/19/2017","181730008","1","0.046","ppm","43","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"05/20/2017","181730008","1","0.028","ppm","26","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"05/21/2017","181730008","1","0.046","ppm","43","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"05/22/2017","181730008","1","0.051","ppm","47","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"05/23/2017","181730008","1","0.058","ppm","61","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"05/24/2017","181730008","1","0.04","ppm","37","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"05/25/2017","181730008","1","0.051","ppm","47","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"05/26/2017","181730008","1","0.05","ppm","46","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"05/27/2017","181730008","1","0.046","ppm","43","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"05/28/2017","181730008","1","0.044","ppm","41","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"05/29/2017","181730008","1","0.049","ppm","45","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"05/30/2017","181730008","1","0.053","ppm","49","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"05/31/2017","181730008","1","0.057","ppm","58","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"06/01/2017","181730008","1","0.061","ppm","71","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"06/02/2017","181730008","1","0.074","ppm","112","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"06/03/2017","181730008","1","0.073","ppm","108","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"06/04/2017","181730008","1","0.062","ppm","74","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"06/05/2017","181730008","1","0.044","ppm","41","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"06/06/2017","181730008","1","0.053","ppm","49","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"06/07/2017","181730008","1","0.041","ppm","38","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"06/08/2017","181730008","1","0.05","ppm","46","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"06/09/2017","181730008","1","0.068","ppm","93","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"06/10/2017","181730008","1","0.056","ppm","54","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"06/11/2017","181730008","1","0.05","ppm","46","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"06/12/2017","181730008","1","0.041","ppm","38","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"06/13/2017","181730008","1","0.037","ppm","34","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"06/14/2017","181730008","1","0.04","ppm","37","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"06/15/2017","181730008","1","0.064","ppm","80","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"06/16/2017","181730008","1","0.066","ppm","87","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"06/17/2017","181730008","1","0.05","ppm","46","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"06/18/2017","181730008","1","0.031","ppm","29","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"06/19/2017","181730008","1","0.051","ppm","47","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"06/20/2017","181730008","1","0.059","ppm","64","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"06/21/2017","181730008","1","0.059","ppm","64","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"06/22/2017","181730008","1","0.016","ppm","15","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"06/23/2017","181730008","1","0.022","ppm","20","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"06/24/2017","181730008","1","0.037","ppm","34","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"06/25/2017","181730008","1","0.047","ppm","44","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"06/26/2017","181730008","1","0.041","ppm","38","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"06/27/2017","181730008","1","0.053","ppm","49","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"06/28/2017","181730008","1","0.053","ppm","49","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"06/29/2017","181730008","1","0.032","ppm","30","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.0520032065954","-87.2783374833816"
"03/10/2017","181730009","1","0.039","ppm","36","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"03/11/2017","181730009","1","0.037","ppm","34","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"03/12/2017","181730009","1","0.04","ppm","37","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"03/13/2017","181730009","1","0.027","ppm","25","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"03/14/2017","181730009","1","0.039","ppm","36","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"03/15/2017","181730009","1","0.041","ppm","38","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"03/16/2017","181730009","1","0.041","ppm","38","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"03/17/2017","181730009","1","0.025","ppm","23","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"03/18/2017","181730009","1","0.032","ppm","30","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"03/19/2017","181730009","1","0.033","ppm","31","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"03/20/2017","181730009","1","0.043","ppm","40","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"03/21/2017","181730009","1","0.04","ppm","37","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"03/22/2017","181730009","1","0.043","ppm","40","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"03/23/2017","181730009","1","0.038","ppm","35","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"03/24/2017","181730009","1","0.044","ppm","41","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"03/25/2017","181730009","1","0.043","ppm","40","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"03/26/2017","181730009","1","0.035","ppm","32","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"03/27/2017","181730009","1","0.037","ppm","34","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"03/28/2017","181730009","1","0.028","ppm","26","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"03/29/2017","181730009","1","0.039","ppm","36","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"03/30/2017","181730009","1","0.042","ppm","39","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"03/31/2017","181730009","1","0.029","ppm","27","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"04/01/2017","181730009","1","0.034","ppm","31","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"04/02/2017","181730009","1","0.037","ppm","34","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"04/03/2017","181730009","1","0.041","ppm","38","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"04/04/2017","181730009","1","0.041","ppm","38","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"04/05/2017","181730009","1","0.046","ppm","43","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"04/06/2017","181730009","1","0.038","ppm","35","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"04/07/2017","181730009","1","0.044","ppm","41","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"04/08/2017","181730009","1","0.05","ppm","46","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"04/09/2017","181730009","1","0.057","ppm","58","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"04/10/2017","181730009","1","0.05","ppm","46","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"04/11/2017","181730009","1","0.03","ppm","28","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"04/12/2017","181730009","1","0.046","ppm","43","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"04/13/2017","181730009","1","0.055","ppm","51","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"04/14/2017","181730009","1","0.051","ppm","47","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"04/15/2017","181730009","1","0.047","ppm","44","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"04/16/2017","181730009","1","0.036","ppm","33","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"04/17/2017","181730009","1","0.036","ppm","33","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"04/18/2017","181730009","1","0.039","ppm","36","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"04/19/2017","181730009","1","0.044","ppm","41","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"04/20/2017","181730009","1","0.038","ppm","35","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"04/21/2017","181730009","1","0.023","ppm","21","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"04/22/2017","181730009","1","0.033","ppm","31","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"04/23/2017","181730009","1","0.049","ppm","45","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"04/24/2017","181730009","1","0.052","ppm","48","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"04/25/2017","181730009","1","0.046","ppm","43","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"04/26/2017","181730009","1","0.043","ppm","40","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"04/27/2017","181730009","1","0.023","ppm","21","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"04/28/2017","181730009","1","0.03","ppm","28","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"04/29/2017","181730009","1","0.037","ppm","34","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"04/30/2017","181730009","1","0.038","ppm","35","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"05/01/2017","181730009","1","0.037","ppm","34","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"05/02/2017","181730009","1","0.048","ppm","44","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"05/03/2017","181730009","1","0.032","ppm","30","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"05/04/2017","181730009","1","0.031","ppm","29","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"05/05/2017","181730009","1","0.049","ppm","45","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"05/06/2017","181730009","1","0.046","ppm","43","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"05/07/2017","181730009","1","0.046","ppm","43","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"05/08/2017","181730009","1","0.048","ppm","44","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"05/09/2017","181730009","1","0.057","ppm","58","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"05/10/2017","181730009","1","0.053","ppm","49","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"05/11/2017","181730009","1","0.037","ppm","34","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"05/12/2017","181730009","1","0.042","ppm","39","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"05/13/2017","181730009","1","0.059","ppm","64","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"05/14/2017","181730009","1","0.061","ppm","71","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"05/15/2017","181730009","1","0.064","ppm","80","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"05/16/2017","181730009","1","0.054","ppm","50","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"05/17/2017","181730009","1","0.048","ppm","44","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"05/18/2017","181730009","1","0.036","ppm","33","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"05/19/2017","181730009","1","0.045","ppm","42","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"05/20/2017","181730009","1","0.022","ppm","20","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"05/21/2017","181730009","1","0.043","ppm","40","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"05/22/2017","181730009","1","0.046","ppm","43","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"05/23/2017","181730009","1","0.059","ppm","64","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"05/24/2017","181730009","1","0.039","ppm","36","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"05/25/2017","181730009","1","0.048","ppm","44","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"05/26/2017","181730009","1","0.049","ppm","45","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"05/27/2017","181730009","1","0.044","ppm","41","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"05/28/2017","181730009","1","0.041","ppm","38","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"05/29/2017","181730009","1","0.048","ppm","44","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"05/30/2017","181730009","1","0.052","ppm","48","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"05/31/2017","181730009","1","0.056","ppm","54","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"06/01/2017","181730009","1","0.057","ppm","58","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"06/02/2017","181730009","1","0.069","ppm","97","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"06/03/2017","181730009","1","0.067","ppm","90","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"06/04/2017","181730009","1","0.063","ppm","77","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"06/05/2017","181730009","1","0.047","ppm","44","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"06/06/2017","181730009","1","0.051","ppm","47","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"06/07/2017","181730009","1","0.04","ppm","37","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"06/08/2017","181730009","1","0.049","ppm","45","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"06/09/2017","181730009","1","0.066","ppm","87","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"06/10/2017","181730009","1","0.055","ppm","51","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"06/11/2017","181730009","1","0.047","ppm","44","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"06/12/2017","181730009","1","0.039","ppm","36","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"06/13/2017","181730009","1","0.035","ppm","32","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"06/14/2017","181730009","1","0.038","ppm","35","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"06/15/2017","181730009","1","0.064","ppm","80","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"06/16/2017","181730009","1","0.064","ppm","80","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"06/17/2017","181730009","1","0.048","ppm","44","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"06/18/2017","181730009","1","0.025","ppm","23","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"06/19/2017","181730009","1","0.045","ppm","42","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"06/20/2017","181730009","1","0.047","ppm","44","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"06/21/2017","181730009","1","0.051","ppm","47","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"06/22/2017","181730009","1","0.013","ppm","12","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"06/23/2017","181730009","1","0.021","ppm","19","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"06/24/2017","181730009","1","0.037","ppm","34","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"06/25/2017","181730009","1","0.044","ppm","41","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"06/26/2017","181730009","1","0.037","ppm","34","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"06/27/2017","181730009","1","0.046","ppm","43","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
"06/28/2017","181730009","1","0.051","ppm","47","17","100.0000","44201","Ozone","21780","Evansville, IN-KY","18","Indiana","173","Warrick","38.1945010248153","-87.341395504728"
